id,EAP,HPL,MWS
id02310,0.003769517643377185,2.3483485165343154e-06,0.9962280988693237
id24541,0.9999961853027344,6.301721922064019e-10,3.760903155125561e-06
id00134,5.575712748395745e-06,0.9997925162315369,0.00020190064969938248
id27757,0.9755188822746277,0.023747658357024193,0.000733463850338012
id04081,0.9333071708679199,0.01126713864505291,0.055425599217414856
id27337,0.9999709129333496,2.2156682462082244e-05,6.9310453909565695e-06
id24265,0.8296980261802673,0.047740790992975235,0.12256120890378952
id25917,0.0018077198183164,0.0021543835755437613,0.9960378408432007
id04951,0.9999967813491821,2.7974247132078744e-06,4.80697167404287e-07
id14549,0.9358320832252502,0.0455271452665329,0.018640736117959023
id22505,1.2102038454031572e-05,0.0004158225783612579,0.9995720982551575
id24002,2.0120971555570577e-10,0.9999982118606567,1.775510440893413e-06
id18982,2.0460232466601447e-11,0.9999765157699585,2.3493643311667256e-05
id15181,0.000735522888135165,0.9992552399635315,9.162533388007432e-06
id21888,0.881180465221405,0.03543802350759506,0.0833815336227417
id12035,0.0004007549723610282,2.8012325856252573e-05,0.9995712637901306
id17991,0.4726370871067047,0.01104524452239275,0.5163177251815796
id10707,0.9999998807907104,1.3072407512026984e-07,1.516261782796846e-08
id07101,0.009971119463443756,0.009976075030863285,0.9800527691841125
id00345,0.0023982329294085503,0.9785667657852173,0.019035104662179947
id05912,0.9862940907478333,0.0025259298272430897,0.0111799705773592
id13443,0.9922972321510315,0.00034189337748102844,0.0073608397506177425
id09248,0.11872924119234085,0.3383663296699524,0.5429043769836426
id17542,0.04222000390291214,0.8846925497055054,0.07308737933635712
id06995,0.009311951696872711,1.8511279314958884e-11,0.9906879663467407
id25159,0.7556836009025574,0.05398718640208244,0.1903291642665863
id25729,0.9076164960861206,0.09088563919067383,0.0014978420222178102
id26949,0.9850362539291382,0.006670668255537748,0.008293088525533676
id27191,0.5612597465515137,0.014601210132241249,0.4241390824317932
id07668,0.016748351976275444,2.2695184398457968e-08,0.9832515716552734
id02230,0.07886838912963867,0.009434049017727375,0.9116976261138916
id15553,1.0,1.5714854417758772e-10,5.717546922023864e-11
id25688,2.7813405267806957e-06,0.9994930028915405,0.00050426583038643
id17545,0.9853357672691345,0.0010349536314606667,0.01362927071750164
id13929,0.13100740313529968,0.4963075518608093,0.3726850748062134
id12880,0.0004195760702714324,0.9990743398666382,0.0005060307448729873
id19282,0.5957782864570618,0.03972052037715912,0.3645011782646179
id14690,0.05991978943347931,0.003596956143155694,0.9364832639694214
id17975,0.006554586812853813,0.9933916330337524,5.3776420827489346e-05
id08037,0.9999980926513672,9.926975508278701e-07,9.548409707349492e-07
id15412,0.17286233603954315,0.004902370274066925,0.8222352862358093
id25032,0.3078622817993164,0.06700331717729568,0.6251343488693237
id27165,0.9997159838676453,0.000219546549487859,6.446020415751263e-05
id03327,0.9867371916770935,0.012759236618876457,0.0005035558715462685
id18515,0.9991559982299805,0.0007826808141544461,6.133780698291957e-05
id21003,0.5729312896728516,0.04678162559866905,0.3802870213985443
id23855,1.8521487277212145e-07,0.9978172779083252,0.002182509284466505
id20724,0.8090435266494751,0.12828606367111206,0.06267046928405762
id13303,0.9974691867828369,0.001552595174871385,0.000978312105871737
id16521,0.0038726499769836664,0.06412716209888458,0.9320002198219299
id20775,1.0,4.759075911131561e-10,2.404435583969189e-08
id13029,0.9524580836296082,0.0004149083106312901,0.047126997262239456
id14660,0.8293295502662659,0.11509567499160767,0.05557475611567497
id11028,0.00018633481522556394,5.5312362690074224e-08,0.9998136162757874
id14180,0.9836852550506592,0.00884411670267582,0.007470714394003153
id25860,0.9999997615814209,5.014473725140078e-09,2.4815327037686075e-07
id11910,0.16281758248806,0.0002982939186040312,0.836884081363678
id08065,0.0019169299630448222,0.0015962234465405345,0.9964869022369385
id22674,1.268056962544506e-06,0.0016337783308699727,0.9983649849891663
id25018,0.04766488075256348,0.009595020674169064,0.9427400827407837
id10892,3.939903958638524e-12,1.0,1.1271115291089373e-10
id10217,0.0008549628546461463,0.9990654587745667,7.954069587867707e-05
id12996,0.3790932297706604,0.2099996656179428,0.4109070897102356
id18262,0.9984694123268127,0.0015305825509130955,1.719985753823039e-08
id08606,6.656953388528564e-08,0.9999998807907104,5.305118833121014e-08
id17233,0.8278840780258179,0.03948739916086197,0.13262847065925598
id00101,0.8419245481491089,0.024143733084201813,0.13393166661262512
id12225,0.8676356673240662,0.07233203947544098,0.06003221124410629
id01364,0.003964169416576624,0.9958525896072388,0.0001833515998441726
id24973,0.9116586446762085,0.0012178061297163367,0.08712349832057953
id25363,0.9999916553497314,7.507379404712462e-17,8.312874342664145e-06
id10061,0.2915613353252411,0.02676318772137165,0.6816754937171936
id17673,0.0038348909001797438,0.931643545627594,0.06452155113220215
id13249,0.49674028158187866,0.016550671309232712,0.4867090582847595
id10107,6.8986259975645225e-06,0.000857366481795907,0.9991357922554016
id04403,0.9999417066574097,8.119719119292768e-09,5.833035538671538e-05
id25728,0.9593109488487244,0.036183517426252365,0.004505449905991554
id16184,0.5363061428070068,0.023456089198589325,0.440237820148468
id03438,0.007573344279080629,0.0003694600018206984,0.9920571446418762
id22923,0.0047325012274086475,0.991224467754364,0.004042986314743757
id08610,0.9989474415779114,0.0010525865945965052,5.536012537277202e-08
id25355,0.009206303395330906,0.0017753036227077246,0.989018440246582
